"Tag Code","Mark File Name","Mark Date MMDDYYYY","Mark Site Name","Release Date MMDDYYYY","Release Site Name","Mark Conditional Comment Name","Mark Conditional Comment Code","SRR Code","SRR Name","SRR Code Code","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Recap Date MMDDYYYY","Recap File Name","Recap Release Date MMDDYYYY","Recap Release Site Name","Recap Site Name","Recap Species Code","Recap Species Name","Recap Run Code","Recap Run Name","Recap Rear Type Code","Recap Rear Type Name","Recap SRR Code","Recap SRR Name","Recap Conditional Comment Name","Recap Conditional Comment Code","Recap Count"
"384.3B23AECF57","OJD14052.SF1","2/21/2014","JDARSF - South Fork John Day River","2/21/2014","JDARSF - South Fork John Day River","","","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/1/2016","NBD-2016-183-PRD.xml","8/1/2016","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"384.3B23B14250","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","9/14/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"384.3B23B16795","MRC12276.WT3","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","8/4/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"384.3B23B179FD","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","7/29/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Mature, Recapture, Female, Returning Fish, Radio Tagged","RF MT RE FE RT","1"
"384.3B23B18987","MRC13275.WT2","10/2/2013","WINT - Winthrop National Fish Hatchery","4/14/2014","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/1/2016","NBD-2016-183-PRD.xml","7/25/2016","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"384.3B23B1A0B7","MRC12276.WT2","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/5/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"384.3B23B1A467","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/12/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"384.3B23B1AC17","MRC12276.WT3","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/28/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"384.3B23B1AD6E","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","8/18/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"384.3B23B1C5BD","MRC12276.WT4","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/14/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"384.3B23B1CBCB","MRC12276.WT4","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"384.3B23B1CBCB","MRC12276.WT4","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Tagged as Adult, Returning Fish, Recapture, Mature","RE RF MT AT MA","1"
"384.3B23B1D62A","MRC12276.WT2","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/12/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"384.3B23B1E708","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"384.3B23B1E708","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/28/2014","NBD14209.PRR","8/20/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Tagged as Adult, Returning Fish, Recapture, Mature","RE RF MT AT MA","1"
"384.3B23B1E783","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/3/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"384.3B23B1EFFE","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","8/25/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"384.3B23B1FDB0","MRC12276.WT1","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/10/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"384.3B23B201D6","MRC12276.WT2","10/2/2012","WINT - Winthrop National Fish Hatchery","4/12/2013","WINT - Winthrop National Fish Hatchery","Adipose Fin Clip, Coded Wire Tag","AD CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","7/29/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3D6.000B38AA51","CGS11308.W33","11/4/2011","WELH - Wells Hatchery",""," - Unknown","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","8/4/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B38B115","CGS11308.W33","11/4/2011","WELH - Wells Hatchery",""," - Unknown","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/24/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B38B2AD","CGS11308.W10","11/4/2011","WELH - Wells Hatchery","4/25/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/5/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B3B4FC0","CGS11308.W18","11/4/2011","WELH - Wells Hatchery","4/30/2012","SALMOC - Salmon Creek (tributary to Okanogan River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","10/1/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B3B503F","CGS11308.W12","11/4/2011","WELH - Wells Hatchery","4/26/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","8/9/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D6.000B40C075","CGS12114.TWW","4/23/2012","WELH - Wells Hatchery","4/23/2012","TWISPP - Twisp Acclimation Pond (WDFW)","Coded Wire Tag","CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/29/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B40C0A5","CGS11308.W07","11/4/2011","WELH - Wells Hatchery","4/26/2012","METHR - Methow River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","8/13/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B40C8FC","CGS11310.BM2","11/6/2011","WELH - Wells Hatchery","4/23/2012","TWISPP - Twisp Acclimation Pond (WDFW)","Coded Wire Tag","CW","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/22/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B40CF96","CGS11308.W01","11/4/2011","WELH - Wells Hatchery","4/18/2012","METHR - Methow River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","9/16/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B40D1F7","CGS11308.W03","11/4/2011","WELH - Wells Hatchery","4/23/2012","METHR - Methow River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","9/20/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B40D3C8","CGS11308.W01","11/4/2011","WELH - Wells Hatchery","4/18/2012","METHR - Methow River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","9/6/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D6.000B40D4D7","CGS11308.W11","11/4/2011","WELH - Wells Hatchery","4/25/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/8/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B40D76B","CGS11308.W33","11/4/2011","WELH - Wells Hatchery",""," - Unknown","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","8/23/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D6.000B40D870","CGS11308.W33","11/4/2011","WELH - Wells Hatchery",""," - Unknown","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/16/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D6.000B40D959","CGS11308.W25","11/4/2011","WELH - Wells Hatchery","5/16/2012","METHR - Methow River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","9/25/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D6.000B40E126","CGS11308.W29","11/4/2011","WELH - Wells Hatchery","5/21/2012","WELTAL - WEL - Release into the Tailrace within 0.5 km downstream of Dam","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","4/15/2014","CLD14105.WA1","4/15/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Mature, Returning Fish, Recapture","RE RF MT","1"
"3D6.000B42D01F","CGS11308.W12","11/4/2011","WELH - Wells Hatchery","4/26/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","8/23/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B42D1C2","CGS11308.W12","11/4/2011","WELH - Wells Hatchery","4/26/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","9/23/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D6.000B42D933","CGS11308.W12","11/4/2011","WELH - Wells Hatchery","4/26/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","7/16/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B42DA2D","CGS11308.W09","11/4/2011","WELH - Wells Hatchery","4/25/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/8/2013","TLM-2013-189-PRD.xml","9/18/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B42DC70","CGS11308.W32","11/4/2011","WELH - Wells Hatchery",""," - Unknown","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/5/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D6.000B42DCA1","CGS11308.W13","11/4/2011","WELH - Wells Hatchery","4/26/2012","METH - Methow Hatchery","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/16/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1BF25AE39E","RED09286.001","10/13/2009","CASS - Cassimer Bar Hatchery","4/12/2010","OMAKC - Omak Creek (tributary to Okanogan River)","Adipose Intact (not clipped)","AI","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2012","TLM-2012-188-PRD.xml","8/28/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1BF25B1C5B","RED09286.001","10/13/2009","CASS - Cassimer Bar Hatchery","4/12/2010","OMAKC - Omak Creek (tributary to Okanogan River)","Adipose Intact (not clipped)","AI","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","6/14/2011","TLM-2011-165-PRD.xml","9/20/2011","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Mature, Returning Fish, Recapture","RE RF MT","1"
"3D9.1BF25B34C8","RED09286.001","10/13/2009","CASS - Cassimer Bar Hatchery","4/12/2010","OMAKC - Omak Creek (tributary to Okanogan River)","Adipose Intact (not clipped)","AI","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","6/14/2011","TLM-2011-165-PRD.xml","9/6/2011","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Mature, Returning Fish, Recapture","RE RF MT","1"
