"Tag Code","Event File Name","Event Type Name","Event Capture Method Name","Event Capture Method Code","Event Site Name","Event Site Code Value","Event Date MMDDYYYY","Event Date Time Value","Event Release Site Name","Event Release Date MMDDYYYY","Event Release Date Time Value","Event Rear Type Name","Event Rear Type Code","Event Species Code","Event Species Name","Event SRR Code","Event SRR Name","Event Conditional Comments Code","Event Conditional Comments Name","Mark File Name","Mark Data Project Code and Name","Mark Species Name","Mark Rear Type Name","Mark Site Code Value","Mark Date MMDDYYYY","CTH Count"
"3DD.003DA28C62","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 9:39:41 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 9:39:41 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
"3DD.003DA28C63","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 7:37:30 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 7:37:30 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C64","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 6:33:34 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 6:33:34 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C65","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 7:28:34 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 7:28:34 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/5/2022","1"
"3DD.003DA28C66","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 10:16:00 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 10:16:00 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD AI FE RF","Adipose Fin Clip, Adipose Intact (not clipped), Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C67","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 12:49:11 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 12:49:11 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C68","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 11:27:58 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 11:27:58 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
"3DD.003DA28C69","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/1/2022","8/1/2022 1:08:28 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/1/2022","8/1/2022 1:08:28 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/1/2022","1"
"3DD.003DA28C6A","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 6:24:35 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 6:24:35 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C6B","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 10:54:16 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 10:54:16 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C6C","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 5:15:47 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 5:15:47 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
"3DD.003DA28C6D","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 9:01:21 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 9:01:21 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
"3DD.003DA28C6E","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 12:45:48 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 12:45:48 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C6F","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 1:14:46 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 1:14:46 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C70","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 6:50:46 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 6:50:46 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C71","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 8:39:42 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 8:39:42 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/3/2022","1"
"3DD.003DA28C72","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 12:29:53 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 12:29:53 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF RV","Adipose Fin Clip, Male, Returning Fish, Right Ventral Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C73","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 7:57:28 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 7:57:28 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C74","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 11:08:13 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 11:08:13 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/3/2022","1"
"3DD.003DA28C75","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 9:47:13 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 9:47:13 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C76","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 10:01:34 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 10:01:34 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/5/2022","1"
"3DD.003DA28C77","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 7:24:04 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 7:24:04 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C78","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 6:54:03 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 6:54:03 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C79","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 11:33:58 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 11:33:58 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
"3DD.003DA28C7A","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 6:40:30 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 6:40:30 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/8/2022","1"
"3DD.003DA28C7B","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 6:40:41 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 6:40:41 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/3/2022","1"
"3DD.003DA28C7C","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 7:35:02 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 7:35:02 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C7D","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 5:35:01 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 5:35:01 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C7E","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 11:14:50 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 11:14:50 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
"3DD.003DA28C7F","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 12:37:57 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 12:37:57 PM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/5/2022","1"
"3DD.003DA28C80","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 11:58:30 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 11:58:30 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/5/2022","1"
"3DD.003DA28C81","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/1/2022","8/1/2022 12:52:13 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/1/2022","8/1/2022 12:52:13 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/1/2022","1"
"3DD.003DA28C82","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 9:12:43 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 9:12:43 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI MA RF","Adipose Intact (not clipped), Male, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/3/2022","1"
"3DD.003DA28C83","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 6:37:51 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 6:37:51 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/8/2022","1"
"3DD.003DA28C84","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 7:04:51 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 7:04:51 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/8/2022","1"
"3DD.003DA28C85","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 7:00:06 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 7:00:06 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AI CW FE RF","Adipose Intact (not clipped), Returning Fish, Female, Coded Wire Tag","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C86","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 7:41:21 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 7:41:21 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C87","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 12:16:42 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 12:16:42 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
"3DD.003DA28C88","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/8/2022","8/8/2022 7:05:56 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/8/2022","8/8/2022 7:05:56 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/8/2022","1"
"3DD.003DA28C89","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 8:04:42 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 8:04:42 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/3/2022","1"
"3DD.003DA28C8A","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/1/2022","8/1/2022 1:09:18 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/1/2022","8/1/2022 1:09:18 PM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/1/2022","1"
"3DD.003DA28C8B","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/3/2022","8/3/2022 5:37:35 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/3/2022","8/3/2022 5:37:35 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/3/2022","1"
"3DD.003DA28C8C","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/5/2022","8/5/2022 12:06:53 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/5/2022","8/5/2022 12:06:53 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/5/2022","1"
